	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199
DPEP1	0.20062691	0.035599183	-0.14047498	0.0038959065	-0.040722527	0.12853286	-0.090224124	-0.01576253	-0.11096423	-0.28537464	-0.28418514	-0.21127623	0.08219642	0.0059776134	-0.11904774	-0.06997936	-0.10951258	-0.21340288	0.057293937	-0.17635952	-0.06681611	-0.36013523	-0.0511047	0.007313958	0.2450495	-0.13525261	-0.029903783	0.1626473	0.24947734	-0.09609792	0.085595824	-0.011646385	-0.097864844	0.12183875	-0.010174544	-0.23199245	-0.2802765	-0.19102055	-0.052677315	-0.0049725105	-0.08061029	-0.35648882	0.1945808	0.15363538	0.06765175	-0.06668628	-0.2232005	-0.30192196	-0.24791999	-0.09658857	-0.00432749	-0.15904805	-0.093756475	-0.20511806	0.060977224	0.12068541	0.121983476	0.086775646	0.011110456	0.17082244	0.18233064	-0.007064583	0.29194233	-0.046440613	-0.09122383	-0.013612089	0.038103264	0.029197024	-0.085165516	0.041223757	-0.16245286	0.14279631	0.16296348	-0.22837776	0.11445411	0.17545402	0.16640711	0.14240797	0.15786155	-0.24984889	0.38695744	-0.006444493	0.045159172	-0.24669057	-0.09097816	-0.031266317	-0.25340766	-0.20924132	0.20474163	0.2263678	0.012517849	0.19775696	0.09257975	-0.14057697	-0.028280905	-0.29303497	0.028846243	0.16009465	0.10186578	0.03864721	0.19803268	0.18507075	0.045533434	-0.21421279	0.08035028	-0.20061629	-0.09402418	0.10974845	-0.11536436	-0.04286212	-0.26264763	0.02190982	0.07446774	0.053833444	0.16092177	-0.2526868	0.07477795	0.15261398	-0.12479942	-0.053122368	-0.10877703	0.016282067	0.24872342	0.093179196	0.17728719	0.0030613535	0.027569102	-0.059104484	-0.10231541	-0.2718365	-0.074735194	0.19166353	-0.28403467	0.13821277	-0.10946783	-0.093368575	-0.002092411	-0.028981488	0.11166415	-0.14219731	-0.26788643	0.051919345	0.04517318	-0.11826	-0.03243446	-0.004421876	0.0904409	0.24743557	0.23124662	-0.010180732	0.12335058	0.22291958	-0.06708432	-0.12843849	-0.28490606	-0.09639308	-0.1842519	-0.26228198	-0.01781469	-0.082379445	0.13858727	0.08839217	-0.07446449	0.19190636	0.25332522	0.09127245	0.2012069	-0.05918238	0.040030397	-0.16803469	-0.11257884	0.074195325	-0.40791246	0.016216323	-0.45462433	-0.1279619	-0.23126231	0.048256204	-0.048075326	-0.018927397	-0.12857962	0.033732288	-0.0737027	0.1168496	-0.14133385	0.026598828	-0.11293923	-0.022134293	0.13432775	-0.03738578	0.11498723	-0.11024018	0.1338806	0.016422095	-0.18774688	0.09690399	-0.14168246	-0.08560751	-0.04183589	-0.19252975
DPP4	0.33283085	0.24997413	0.056691263	0.19641241	0.20006888	0.28153414	-0.0022238074	-0.009629793	-0.045257613	0.077833086	-0.30198896	-0.23244026	0.029942414	-0.10700183	0.14411627	-0.09695073	-0.27387658	0.006498793	-0.12587757	-0.56964976	-0.12992866	0.11292021	-0.18882006	0.16576067	0.27633262	-0.6102136	-0.33623856	0.15794434	0.0804798	-0.29010242	0.096502386	-0.43560952	0.23324873	0.29535332	0.3266117	-0.123435676	-0.38502243	-0.07177214	-0.117624454	-0.13447176	-0.23739961	-0.047221433	0.12525396	-0.018787082	0.26985112	-0.06919358	-0.03995375	-0.14554216	0.15953769	-0.19518313	-0.1269827	-0.32790545	-0.5066056	-0.25557694	-0.051236324	0.4607501	0.3037062	-0.6163317	0.1096989	0.24188957	-0.13878672	0.0102375625	0.2294696	-0.2977042	-0.10643392	0.04581168	-0.18961859	0.18357356	0.51065254	-0.05348667	0.12624945	0.055079892	0.32533944	0.104555026	0.10529939	0.10580619	-0.117176354	0.16566837	0.32874137	0.13332824	-0.33211324	-0.026325036	0.11591372	-0.37458703	-0.40428174	0.033391148	-0.0435737	-0.28187647	-0.009759799	-0.14222252	-0.13484216	0.23303616	-0.08657131	0.23379116	-0.075929366	-0.44904143	0.080919	-0.3050681	0.06142123	-0.07333539	0.2541469	-0.054353204	0.15770389	0.071766004	0.005423449	0.13076037	0.2295735	0.1653507	-0.0923993	0.1449032	-0.23595324	0.0019752933	0.118576296	-0.24033064	0.13203116	0.03107699	-0.3138665	0.2883636	0.32394227	-0.11766691	0.022013323	0.40438774	0.11676809	0.2646089	0.23511519	0.15232506	0.018160576	0.19581398	-0.035250403	0.13254735	-0.1724224	0.32685888	0.034204137	-0.02674576	-0.4478143	0.20733681	0.098559976	-0.15566064	0.38100848	0.14326605	-0.38114315	0.11400136	-0.080801286	-0.18269588	-0.00012223964	0.10021147	0.09699097	-0.1495364	0.19523922	0.11346472	-0.113534294	0.13051866	-0.00078611315	-0.04157692	-0.44189087	-0.3633608	-0.15912187	-0.05752925	-0.27797636	-0.107056156	-0.3203261	0.3860702	-0.07195358	0.23302917	0.2848559	-0.20565277	0.23339096	0.06528556	0.04366282	-0.16390586	0.3577817	0.26548907	-0.07192651	-0.022386866	-0.41811767	-0.21692844	-0.072253354	0.21946356	-0.12345627	0.04596403	-0.41426408	-0.12922779	-0.04986235	-0.23425843	0.2004444	-0.07338114	-0.2736427	-0.053388745	0.27605677	-0.023038683	-0.17060268	-0.27389288	-0.08293738	0.039720472	-0.060439546	0.08981704	-0.3115807	-0.03444183	-0.017235493	-0.025605652
DRD1	-0.37153804	-0.17928846	0.13970445	-0.23637888	-0.21383162	0.09999223	-0.041995425	-0.3409848	0.11409442	0.08536103	-0.3084974	-0.02146386	0.08145744	0.023379343	-0.053055286	-0.3558651	0.0024043645	-0.33521733	-0.15943734	-0.087724425	0.1469597	0.057543892	-0.18731561	0.22927937	0.5994853	-0.7786918	0.016238738	0.2013624	0.16336171	-0.58661497	0.027308375	0.06561348	0.07343254	0.36888966	-0.021733457	-0.057552945	0.17649403	0.44610524	0.28396598	0.11563601	0.20301385	0.22848234	0.32229298	0.21772666	0.17096283	-0.058539998	-0.20029718	-0.16773242	0.11294056	-0.14540942	-0.022638064	-0.36338487	-0.30022392	0.077270776	0.12756117	0.12932017	-0.066607215	0.14336681	-0.42632434	0.31944337	0.21516137	-0.126303	0.1387422	0.28233314	-0.22062859	0.06615739	0.3394933	0.05630324	-0.13372788	0.14387918	0.032186933	-0.2975255	-0.2846238	-0.5367077	-0.04706708	0.02514632	0.22379842	-0.19389173	-0.14592667	0.32548967	0.4535355	-0.047605176	-0.083149925	-0.2891154	-0.08448553	-0.41255403	-0.3363243	0.01812787	0.34239998	0.21751867	-0.11318673	0.1347087	-0.21281633	-0.41966644	-0.2697026	-0.3911464	0.036804646	0.14180477	0.027485663	-0.20900325	-0.46929976	0.5813932	0.12015115	0.29807377	-0.26016107	0.12380125	0.58644724	0.3311114	0.20512855	0.061186116	-0.6928662	0.12902544	-0.109644495	0.33937746	0.16562957	0.07314013	-0.36368912	0.43675193	-0.13405187	-0.09019741	-0.08420288	-0.15148865	0.08818954	-0.118657	-0.01346246	-0.082977265	-0.08100874	-0.096241795	0.46777016	-0.4958593	-0.0373462	0.3143044	-0.71190536	0.18516546	-0.43020073	-0.023767062	0.13170753	-0.51690567	0.5358245	-0.34772384	-0.050418872	-0.120147645	0.035641555	-0.17361023	0.38328007	0.020931534	0.072895095	0.2672962	0.07585222	-0.061352313	-0.029172007	0.23140474	-0.029557426	0.6905094	-0.1455549	-0.01963136	-0.16926137	0.019818986	-0.17802763	0.17675276	-0.41628984	0.3015019	-0.37802044	0.3549869	0.24331371	0.1239564	0.50390387	0.08086986	0.09560294	-0.2424966	-0.27297816	-0.67575645	0.04403201	-0.63360536	-0.095827356	-0.39741975	-0.318206	0.01946811	-0.08547721	0.2747151	-0.41615066	0.20382169	0.29854307	-0.080117576	-0.10592822	0.014824818	0.2877268	-0.073324874	0.36604992	-0.2151122	0.18782695	-0.2982119	0.19019264	0.10284462	-0.23558268	0.28975424	0.055121932	-0.20525382	0.006779551	0.30625147
DRD2	-0.5950363	-0.36869812	0.20288749	-0.4705926	0.1814864	0.031640798	-0.2041153	-0.52686095	0.07469559	0.35519892	-0.29969403	-0.34243545	0.33278438	-0.004128505	0.073953055	-0.12832771	-0.017567597	-0.2983007	0.045808904	-0.22875002	0.446676	0.44512826	-0.056814488	-0.028707163	0.5654914	-0.93787277	-0.399692	-0.33518323	0.2786955	-0.31468606	0.22239855	-0.11357831	0.06795565	0.43720007	0.23904645	0.1306395	-0.01060396	0.155089	-0.15166806	0.24400187	0.2452883	0.08696374	0.39606342	0.38348728	-0.050995048	-0.65331227	0.00048100014	-0.07393335	-0.1760653	-0.045611445	-0.27027407	-0.4519171	-0.24136817	0.034090925	-0.3101097	0.5631692	-0.32782525	-0.03679092	-0.07875851	0.5717521	0.3626041	-0.16055955	0.08286123	0.27274555	-0.14685853	-0.10024037	0.29606867	0.20711182	0.00739523	0.21247797	0.23370847	-0.11727071	-0.4040409	-0.18879855	-0.3360568	-0.19665283	0.10557754	-0.38583493	-0.34293407	0.036265623	0.7578376	0.37152892	-0.24414264	-0.42727748	0.124858245	-0.5767148	-0.14179787	0.23311247	0.4200251	0.09026681	0.12244912	0.09025424	-0.4638384	-0.680062	-0.1066951	-0.41490895	-0.00947259	0.30801818	0.10340386	-0.16566372	-0.13525973	0.57422084	0.21329765	0.37364948	-0.3753439	-0.10180587	0.46326965	-0.029395882	0.27452737	0.15736161	-0.5054393	0.105641566	-0.00040449318	0.062337384	0.13896677	0.12551819	-0.47616896	0.7688984	-0.14615643	-0.23075747	0.015181303	-0.09924648	-0.13836192	-0.27400908	-0.10049097	-0.34077197	-0.17150779	-0.57071203	0.30357885	-0.25635773	0.111802466	0.11272664	-0.43465933	0.03298017	-0.62759644	-0.2314153	0.012909012	-0.5058937	0.66046685	-0.20815095	-0.19216071	0.0712566	0.047464244	0.117825344	0.13736169	0.12898317	0.11253722	0.22118491	0.19456944	0.07226632	-0.108120315	0.16045633	-0.22432345	0.44544482	-0.04719186	0.009099848	-0.3839498	-0.037599646	-0.2672785	0.19728202	-0.29848036	0.4057134	-0.46847585	0.055515654	0.34246293	-0.08056007	0.6066747	0.42449647	0.15320411	-0.43588597	-0.28133738	-0.33489275	0.14218946	-0.49262583	-0.07237479	-0.17627572	-0.2672754	-0.3504001	0.035040196	0.2170262	-0.49018142	0.100631595	0.20224577	0.021649428	-0.03790009	-0.25790203	-0.022240477	-0.1629609	0.3269331	-0.26825	0.45137215	-0.14772749	0.36132166	0.12736037	-0.09251956	0.009924457	0.18988852	-0.08437855	-0.17252988	0.4047224
EEF2	0.076260574	-0.00030284436	0.12943849	-0.25299233	0.06972706	0.07450617	-0.04914027	0.012853116	0.005928055	0.18354678	-0.3922663	-0.074064724	-0.14557517	-0.2675676	0.23643714	-0.13391955	-0.05132259	0.4243965	-0.00929146	-0.1569548	-0.5290194	-0.11515765	-0.32547516	0.1358206	0.053762726	0.05268938	-0.09804998	0.15302363	0.24145395	-0.46363172	0.03566799	0.13734186	-0.2262416	0.5300999	-0.28546184	0.17241326	-0.17509861	0.31526533	-0.096518606	-0.10223488	0.35073283	-0.44388106	0.055848952	0.13888618	0.36988038	0.33279547	-0.38891196	-0.5275513	0.38340592	0.12942103	0.16176744	0.048854478	0.059458386	0.09069203	-0.09504658	-0.20906	-0.0011260968	0.10273287	-0.23463218	0.13191594	0.12161601	0.16745134	-0.2924219	0.34747377	-0.20983517	0.02830053	-0.18137881	0.06041565	-0.07175114	-0.02820072	0.10458906	0.0034672893	-0.014359405	-0.3021818	-0.10459065	0.1758376	-0.22937597	0.16653867	-0.43434694	0.1785677	0.077252485	-0.10114755	0.10773829	-0.42338	-0.23560335	-0.35980847	-0.20988442	-0.096201666	0.30582502	0.17483144	-0.29332736	0.24560265	0.09800556	0.020874463	-0.11335674	-0.17473195	0.2014382	0.19803725	0.22168596	0.13999924	0.030032158	0.72913253	0.12781604	0.20336983	0.10374341	-0.37988797	0.2585736	0.27070975	-0.004349118	-0.37219688	-0.18371941	0.13996434	0.14723119	0.12825426	0.21086451	0.0006525038	0.2985118	-0.003643288	-0.15880519	-0.19580899	0.035676923	0.43833002	-0.06344887	-0.121767566	0.018773668	-0.016564356	-0.10204446	0.80699366	-0.3037429	-0.29429382	-0.2641506	-0.057570435	-0.29374284	0.114208825	-0.028443884	0.020107713	0.6411038	-0.12874031	0.22567727	-0.257857	-0.570697	0.22515954	0.27429196	-0.013581069	0.10425626	-0.12680742	0.4152976	0.27930978	0.21437348	0.14516771	0.018390642	-0.08649041	0.41964334	-0.11945931	-0.05733437	0.120122485	-0.33867788	-0.09244298	0.1698009	-0.1139901	0.055648528	0.08450063	0.013689345	-0.10890103	0.11102464	0.23280078	0.27754307	0.094164394	-0.07167014	-0.45587468	-0.13234429	-0.13224508	-0.4187601	-0.17229412	-0.26995376	-0.032023314	-0.49542096	0.22160126	-0.17024535	-0.045135632	-0.22642435	-0.18328604	-0.2796451	-0.185524	0.2503337	-0.07560522	-0.22724192	-0.12344042	0.09590608	0.14765286	0.31696212	-0.15437983	0.13008875	0.06555698	0.0016358072	0.028826982	-0.03226491	-0.16545631	-0.2323956	-0.17640807
EGFR	-0.2458679	0.08012472	0.43116707	-0.075726464	0.26425835	0.31312615	0.023946127	-0.065116264	0.13568927	0.12392999	0.08069808	-0.3162254	0.5068121	0.05771281	0.027961524	-0.2604743	-0.057337664	-0.30016178	0.33348522	-0.16781399	-0.44688195	-0.26269525	-0.24673411	-0.08342123	0.4586675	-0.35236475	-0.39131686	-0.019545054	-0.13739924	0.034885027	-0.30467337	-0.010540991	-0.20131408	-0.057768874	0.09287163	-0.18647763	-0.38504994	-0.06949452	-0.43183666	-0.15044872	0.025488678	0.10059978	-0.010799163	0.3658859	0.18948996	-0.30193174	-0.046313506	-0.050557736	0.1690898	-0.022954397	0.07262976	-0.28000256	-0.02905027	-0.15372595	-0.60285413	0.0049383915	0.42457518	0.27844346	-0.076220885	-0.33709955	-0.09333425	-0.106450535	-0.08985551	-0.008450139	-0.3235829	0.37612745	0.27827525	-0.08513034	-0.16585596	0.08917955	-0.11277582	0.22808293	0.04543845	-0.22546168	0.00620118	0.32100275	-0.2510656	0.33654436	-0.10552991	0.13132508	0.074875034	0.23440225	-0.2096391	0.054868482	0.121331766	-0.30965322	-0.2154729	-0.16310975	0.43227652	0.2540624	0.24764034	0.05010924	0.15493526	-0.40115452	0.21341424	-0.55432016	0.0014114607	-0.018779764	0.08793652	-0.026358843	0.27890015	-0.27644852	-0.022681423	-0.23519032	0.16998573	-0.07698717	0.06230992	0.11229566	0.463193	-0.0046325126	-0.008795164	0.23211738	0.20615834	-0.045019165	0.3624576	0.20558119	-0.018335927	-0.016360017	0.085179806	-0.36960685	-0.09201344	0.056311287	-0.015320455	-0.03633707	-0.053587697	0.007973381	-0.20461477	0.071959965	-0.160139	-0.5134102	-0.025791217	-0.042005435	-0.0491423	0.40512812	-0.08273468	0.13201003	-0.008692429	-0.13073765	0.3550464	0.13386862	-0.38565922	0.052736867	0.32337552	-0.22707005	-0.20790292	-0.07578402	-0.060821947	0.10349061	-0.09563042	-0.18176712	0.27830574	0.06533254	-0.113133445	-0.15348087	-0.4482213	0.10071939	-0.22414446	-0.09573664	-0.24290158	0.026313027	-0.3289182	0.04276014	-0.12011352	0.16126812	0.25726235	-0.18285051	0.10088197	-0.050038893	0.2976628	-0.25329804	0.12519951	-0.37593144	-0.43013525	-0.08779623	-0.31862128	0.12671854	-0.23525207	-0.074921586	0.32342753	0.015219126	0.039202247	0.09349123	-0.31046197	-0.21476947	0.0702126	-0.058784507	-0.26901996	-0.005528808	0.27978426	0.25376976	-0.19504735	-0.20130885	0.1840915	0.09222506	0.026474953	0.17309733	0.2396805	0.044053037	-0.13122313	-0.17417647
EPHA10	0.013614063	0.015570086	0.051038615	-0.029036177	0.049233783	-0.006836488	0.0039734645	0.008110411	0.04176702	-0.03414529	-0.027478408	-0.043708924	0.025880285	-0.016967269	-0.04321526	0.0018450418	-0.063401654	-0.06312147	-0.0010513313	-0.026145829	-0.1092094	-0.012772584	-0.021996455	-0.038155947	0.03557735	-0.011846655	-0.033691544	-0.004205795	0.026282275	-0.058039553	0.020627495	0.032170337	-0.046560954	0.050084263	0.009261026	-0.047966167	-0.07835054	-0.009114829	-0.08935369	-0.017897258	0.011486833	-0.03920336	-0.01271547	0.07913725	0.050040837	0.041806277	-0.036756355	-0.07190133	-0.027954523	-0.016932024	0.0136983	-0.08478334	-0.017260231	-0.021731833	-0.028882243	0.042137474	0.034627043	0.008070975	0.011158053	0.0065442473	-0.07395171	-0.017272862	-0.00956267	0.00420098	-0.09116837	0.052522164	0.047897372	0.0034934012	-0.04728178	-0.024415296	-0.025066933	-0.041524597	-0.03142861	-0.006791778	0.017465744	0.041113738	-0.029980311	0.020998579	0.03149137	0.09826098	0.01718715	-0.044557426	-0.038671825	-0.04845653	0.015227092	-0.0417341	-0.04424239	-0.020659305	0.04180558	0.07878081	-0.0023507355	0.052995097	0.037063718	-0.054609407	0.029101027	-0.06890381	0.04820834	0.001381305	0.06453136	0.019975806	-0.045004345	0.04085183	0.013740975	0.00449174	-0.03697537	-0.069577634	0.06422143	-0.0251637	-0.00094393716	-0.060964532	0.016722288	0.04657479	-0.012682851	-0.005043212	0.07296905	0.028342966	-0.009861052	0.029654367	0.026629614	-0.057659987	-0.030459028	0.01831413	0.0122848	-0.00849826	-0.033849336	0.027335292	-0.046716988	0.01890448	-0.03438916	-0.108023405	-0.046736944	0.06349983	-0.055722423	0.061397947	0.02046984	-0.010285511	0.0506226	-0.051538117	0.016030168	0.011111405	-0.062199958	0.011842409	0.07753112	-0.0049535967	0.061675664	0.017415918	0.016701113	0.069875	-0.021942548	0.014150867	0.0043251654	0.057772115	-0.0032822425	0.04842747	-0.07308891	0.06680329	-0.071375996	0.062371045	-0.016251203	-0.046433486	0.0079823285	0.028581608	-0.029656546	-0.018367013	0.02633009	0.005237918	0.06829258	-0.042943306	0.045720108	-0.09396841	0.017836489	-0.021269994	-0.051467128	-0.009388199	-0.098438315	-0.031991288	-0.073412724	0.05065866	0.042210147	-0.02083997	-0.04686801	-0.037215948	-0.056615338	0.009231804	0.07643095	0.019985283	0.0018085374	-0.02231837	-0.04767117	0.060376856	-0.048557278	0.020803915	0.004978453	0.03636493	0.018328756	0.060701847	0.013713616	0.067555055	-0.004539014	-0.0027080262
EPHA2	0.029194027	-0.30062124	0.3478149	-0.14187936	-0.0860819	-0.02429478	0.026335089	-0.08327133	-0.16397159	-0.07401074	-0.26610106	-0.39244506	0.31976175	-0.2833576	-0.071755536	-0.36772093	-0.6714661	-0.30758542	0.005726326	-0.041249976	-0.28455928	0.028476635	-0.08772737	0.16518247	0.4252672	-0.47430584	-0.3606459	0.063062206	0.021609994	-0.06835745	0.06370831	0.34817684	-0.008561319	0.44529617	0.03926083	-0.37723023	-0.026379205	-0.22683574	-0.4465692	0.026693828	0.5964469	-0.43665552	0.21312396	0.26673913	0.052821834	-0.028048184	-0.31789553	-0.017368838	0.028507924	-0.005200323	-0.048294485	-0.40753305	-0.16083872	0.13961199	-0.23495686	0.24084377	0.2626553	0.29145202	-0.27220777	-0.12667295	-0.0054184007	0.00038880878	0.048990306	0.12095788	-0.16991176	0.04600363	0.11530642	-0.07410405	-0.09396133	-0.2030384	-0.08255215	0.038509257	0.021112122	-0.17166477	0.16232927	0.2573463	-0.24127504	0.46282127	0.0053856065	0.12589422	-0.08510459	-0.16425651	-0.06594492	-0.27798265	0.24696773	-0.4940416	-0.5199523	-0.14292757	0.25602087	0.08756935	0.06566496	0.32887867	-0.1421419	-0.46398667	0.15954573	-0.39710072	0.16322902	-0.16382419	0.0357035	-0.09619406	0.022794712	0.20164892	-0.039270584	0.050781935	-0.028556153	-0.12568727	0.16840422	-0.047358718	-0.027523307	-0.1079819	-0.19143046	0.14328532	0.083373375	0.028031964	0.50628257	-0.2606495	-0.010374343	0.011901848	0.18071908	-0.32894263	-0.4379109	0.013886276	0.1766557	0.1156389	-0.11199225	0.12526347	-0.23739839	-0.041107334	-0.05899347	-0.4251262	0.22960162	0.045565993	-0.32960823	0.04847595	0.017608223	0.12846234	-0.007028643	-0.027908588	0.15320955	-0.069793925	-0.015494869	-0.091802344	0.089631796	0.10375623	-0.007818314	-0.011505177	-0.1361854	0.09915594	0.23641545	-0.14218001	0.151929	0.63058996	0.096725605	-0.022367118	-0.40007883	0.39979067	-0.28532144	0.010537595	-0.11135862	-0.20704854	0.30676472	0.20237108	-0.27194396	0.30365676	0.30998603	0.12512024	0.2660307	-0.19830455	0.18638752	-0.11212076	0.1839902	-0.15200754	-0.37856543	-0.30330426	-0.35217646	-0.22870745	-0.26861742	0.022626221	0.1485731	0.3809325	-0.13328168	-0.22784515	-0.0063892375	-0.071362965	0.1756491	0.09794357	-0.3709199	-0.18856749	0.13459298	-0.19345221	-0.015649201	-0.21379432	0.43756062	0.24751316	-0.0844338	-0.18429026	0.10660497	-0.3597638	-0.1524086	-0.14229338
EPOR	-0.052737914	0.16527449	0.34058264	-0.016605986	-0.07384628	-0.017854996	-0.11668431	0.032190043	0.2346613	0.06266281	-0.0060774786	-0.12996395	0.3616201	-0.0077158473	0.027330441	-0.17876105	0.023492316	-0.47946277	-0.017160466	-0.22547524	-0.3342621	-0.1363301	-0.31615895	0.35838565	0.502793	-0.51751554	-0.058140777	0.22404099	-0.03846061	0.08366609	-0.012869294	-0.0604397	-0.29089752	0.13793795	-0.258985	-0.11430552	-0.10300898	-0.055173323	-0.2519523	0.1866717	-0.01165498	-0.21608557	0.12458892	0.22466697	0.20533212	-0.11257323	-0.15618809	-0.2042662	0.05002166	0.10057648	0.026152842	-0.16370402	0.095388435	0.0067570806	-0.32657152	-0.14879204	0.5112297	0.1845826	-0.394597	-0.18963711	-0.33820912	-0.4770343	0.12224631	0.13622297	-0.2415254	0.02183754	0.10645864	0.17094183	-0.24375181	-0.06426474	0.013684391	0.13798559	0.008859826	-0.1286729	0.2251055	0.50630635	-0.31343627	0.20679678	-0.28148425	0.13800032	-0.09396345	0.092679806	-0.1750337	-0.12862216	0.35933778	-0.38473368	-0.16000134	0.3967364	0.14079465	-0.18488279	-0.22018561	0.37515843	-0.105222635	-0.45726222	0.114150606	-0.49487242	0.37608072	-0.29002297	0.30523723	-0.04952446	0.13753664	0.06779943	0.13501887	0.07118425	-0.0049433536	-0.16647011	0.11895518	0.26218152	0.3535757	0.12751663	-0.005542117	-0.09759773	0.12927608	-0.045758884	0.618633	-0.07373368	-0.24122338	-0.059604157	-0.018456357	0.1414186	-0.35534295	0.09799327	0.15868829	0.019358825	0.12512565	0.20358424	-0.33225524	-0.3168654	-0.08912203	-0.48284048	-9.026457e-05	-0.101131134	0.038744297	0.22009826	-0.13392106	0.20557603	-0.10323061	-0.4129873	-0.047933936	0.10322255	-0.014749316	0.0062795137	-0.0275362	0.0022021043	-0.24414735	-0.020463992	0.134627	0.14818627	-0.07607816	-0.06487034	-0.032177478	0.27658105	-0.1786414	0.16062754	-0.17591956	-0.10715063	-0.30759227	0.010015152	0.13269295	0.12355028	0.23496313	0.29570085	-0.08912821	-0.2163483	0.089734554	-0.1885257	0.37078485	-0.09542465	0.070944436	0.037777714	0.22780468	-0.25814784	-0.54626155	0.14339899	-0.31643653	0.3666555	-0.09492152	0.2867735	0.1167915	0.13766961	5.482083e-05	0.23785555	-0.28100884	0.049225792	0.16244242	-0.14786077	-0.1554583	0.04773537	0.2340183	0.04872452	0.07738893	-0.06672696	-0.04804062	0.039068382	-0.11752911	-0.15209313	-0.11461726	-0.18048364	0.17766784	0.01001372
ERBB2	-0.30246028	-0.10732541	0.1715065	0.04638728	0.098343834	0.0018342686	0.2613119	-0.21148376	0.058357343	-0.10517041	-0.33966857	-0.4697179	0.4598021	0.10933158	0.025453256	-0.2541696	0.15325537	-0.1340579	0.36556146	-0.050055433	-0.26834658	-0.23815982	-0.09928262	-0.024471289	0.52935565	-0.31421447	-0.33704954	0.28348932	0.11341234	-0.080781765	-0.23961495	0.034544997	-0.40740722	-0.09671636	0.14697492	-0.013844868	-0.37002063	-0.11554335	-0.3761375	-0.11346178	-0.03241651	-0.06889948	-0.035675008	0.30043352	0.20838104	-0.14288138	-0.15357748	-0.04807203	-0.3532309	-0.08646719	0.16512261	-0.48556042	-0.022330755	0.013191534	-0.047244158	0.10182586	0.25862783	0.35808054	-0.081062645	-0.12379634	-0.41836646	0.024508119	0.02847006	-0.08356045	-0.47867417	0.18724889	0.027926115	0.060902473	-0.30390787	-0.032944493	-0.07540375	-0.085670024	0.13278657	-0.2887391	0.051273447	0.2604606	-0.032794904	0.38629016	-0.25026062	0.0779982	-0.0028715285	0.048152726	-0.08213742	-0.28555498	-0.19010216	-0.50690484	-0.18136677	0.1825983	0.3988604	0.57238203	0.05961756	0.1426864	-0.06795627	-0.4849072	0.115857415	-0.6970219	0.07814147	0.199479	0.3120362	-0.065246	0.18055865	0.1256025	-0.023974463	-0.21174365	0.16222891	-0.18110378	-0.0064076176	-0.059947528	0.32264385	-0.32854697	-0.17100963	-0.012078281	0.106178574	-0.071462765	0.4320498	0.21674068	-0.014890374	0.06973988	-0.14920561	-0.43417203	-0.45295635	-0.040989473	0.21061517	0.012223561	-0.13880491	-0.2111199	-0.12915167	-0.15744314	-0.146066	-0.67320544	-0.017253794	-0.008719827	-0.37494758	0.2541746	0.028575892	0.39212984	-0.079248175	-0.12661615	0.23360889	0.08622001	-0.39785177	0.16646042	0.20686345	-0.3351335	-0.062804714	-0.12539937	0.07805034	0.15338191	0.33370534	0.0004883803	0.21852213	0.1792513	-0.05326242	-0.5104711	-0.61311644	0.15339287	-0.25098273	-0.31640115	-0.090724856	0.10149675	-0.39057326	0.41354245	-0.30306202	0.25759006	0.31459337	0.097387366	0.19823323	-0.14159088	0.30963004	-0.3665203	-0.28527924	-0.6486794	-0.3002196	-0.30487773	-0.32832998	-0.119619444	-0.38330296	-0.016221661	0.20570883	-0.016877452	0.03703963	0.23560943	-0.19730824	-0.078397	-0.08091184	-0.18248339	-0.25512737	-0.10980872	0.1491793	0.1885941	-0.08880168	-0.19220796	0.06656218	0.17759593	-0.32995456	0.07269972	0.056135662	-0.11020255	-0.036564596	-0.17053866
