	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199
alfentanil	-0.35412598	-0.054610144	0.4528107	-0.054577928	0.0054003145	0.21476169	0.34186774	-0.41218874	-0.28633377	0.6276616	0.05846769	0.09914741	-0.35491145	0.2348912	-0.30649006	-0.47645533	-0.3040533	0.33549622	0.0066801272	0.009211606	-0.066729374	0.0904348	-0.4450843	0.6268551	-0.45498133	0.0071616597	0.021334201	0.27804112	-0.6119931	-0.12130553	0.07611273	-0.1569814	0.021096729	0.1399885	0.2441943	0.024843335	-0.1087866	-0.2628988	-0.54767746	-0.13847741	0.051699445	0.1712727	0.11586494	0.22130841	0.7397747	-0.032065373	0.23494382	0.53723085	-0.27781555	0.22222145	-0.2052259	-0.2442778	0.3306947	-0.021574818	-0.35897326	-0.6294474	0.30776164	-0.5289076	0.03310248	0.14225337	0.19905895	-0.51283485	0.61084443	-0.13680312	-0.4421875	-0.07739728	-0.12353489	-0.17954317	0.18330936	0.30130967	0.23769756	-0.041273266	0.42801	0.11935881	-0.022473581	0.13724226	0.53108513	0.03896993	-0.5077018	0.12745477	0.21326129	-0.31053782	0.5206517	0.1288152	-0.48093992	0.1422394	-0.018337334	0.25806227	0.7620224	0.62338805	0.2239994	0.094347	0.34233204	-0.17701633	0.06512888	0.0863275	-0.100749	-0.022639183	0.103404075	-0.2864879	-0.34724036	-0.3050669	0.6333874	0.14153653	-0.3139953	-0.048546113	0.03251798	-0.46451345	-0.4861233	-0.21089086	-0.050902996	0.0074032815	-0.20009978	-0.47643995	-0.25352287	0.38966635	-0.1873738	-0.12000951	-0.01676606	0.19073313	0.19961102	0.08766408	0.01627784	-0.22815911	0.00013845754	0.054901876	0.17657621	-0.0007995656	-0.13423344	0.13143545	0.14398545	0.17303678	-0.34529302	0.08579372	-0.06374052	-0.4850695	-0.3217654	-0.5094161	0.2789498	0.12378654	-0.06475465	0.33428302	0.046719547	0.44705462	-0.012919369	0.29118648	0.25627604	0.22065194	0.003379664	0.13618538	-0.10791852	-0.072892405	-0.124861576	0.25604752	0.29787105	0.02614535	-0.08048388	-0.15050362	-0.12488182	-0.13980742	-0.17122999	-0.116409086	-0.37047547	-0.26049927	-0.12868078	-0.091331236	0.26765057	-0.0027828815	-0.002601347	-0.18290034	0.22077401	-0.04981433	-0.09433829	0.3944056	-0.08222009	0.16179812	-0.38158333	0.35020605	0.015356564	-0.090791576	-0.11852085	-0.134109	-0.08806814	-0.33909705	-0.010537353	0.03926012	0.30991095	0.4845474	-0.076524034	-0.06256416	0.118380584	-0.09207826	-0.29342765	0.113353044	0.18357274	0.06317413	0.17778347	-0.2799604	-0.13226655	0.69256663
aliskiren	0.22715937	0.31361333	0.17854917	0.06823889	-0.29170907	0.10795179	-0.1838588	0.22248074	-0.049333867	0.24791126	-0.12464465	0.24973854	0.10589672	0.026737045	0.13931063	-0.090665706	-0.19352268	-0.101731576	-0.2160786	-0.14147553	0.04658197	0.23459953	-0.13347806	0.11006076	-0.06081947	-0.4576294	-0.12397053	-0.033777244	-0.33456013	-0.23087709	-0.0063615055	-0.44112533	-0.037855122	0.14055806	0.62827206	-0.021639807	-0.4532398	0.44367146	-0.009837682	0.0024240897	-0.52897173	-0.007057373	0.28768116	0.38973108	0.1661808	0.051017404	0.2802247	0.07958945	0.19656684	-0.5943486	0.09496209	0.09418757	-0.045242913	-0.5339822	-0.4343473	-0.16500792	0.512457	-0.33284122	0.1353023	0.76256454	-0.1900752	0.2516388	0.30528283	-0.17709547	-0.47154912	-0.43366796	-0.30667558	-0.30634257	0.18521407	-5.6268243e-05	0.26256528	0.19631971	0.22465654	-0.34972328	-0.38850343	-0.053697698	0.112875804	-0.0026168975	0.20403007	0.065547705	-0.33210215	-0.23260783	0.39707106	-0.076433115	-0.01215656	-0.19121598	0.14007086	-0.36751983	0.08306109	0.28830618	-0.0015971647	-0.024429673	-0.32590944	0.0050622486	0.3320388	-0.30752012	-0.18868305	0.067063704	-0.05428444	-0.019391323	-0.2536181	-0.4219334	0.3008086	-0.07109843	0.10020941	0.32577106	-0.19911663	0.06345621	-0.037100207	0.5134896	0.08920802	-0.22480412	0.13593824	-0.71590936	0.05895921	0.54483265	-0.07518008	0.2412251	0.42289105	0.053869847	-0.054096375	-0.16648293	0.08755743	-0.06400252	-0.09072449	0.048249107	0.49763644	0.19027649	-0.18886027	0.40251526	0.0696027	0.45759755	-0.28782213	-0.32853585	-0.0010252681	-0.028793551	-0.44504654	-0.10028972	0.07759952	0.2876488	-0.08295916	-0.15749158	-0.25110686	-0.13943711	-0.05096972	0.18801667	0.48221695	-0.21442136	-0.23573479	-0.022187876	0.1136665	0.30226788	-0.1609768	0.30890036	0.050590195	-0.36305383	0.02602895	-0.29281873	-0.30668208	-0.046753135	0.054540846	0.051424667	-0.20608453	-0.12869902	-0.35515413	-0.052802537	0.5737302	0.34193626	0.4467793	-0.13275196	0.12616578	-0.108966075	-0.1778218	0.3169174	0.33159423	0.44709414	-0.3784367	-0.22101198	-0.18768793	-0.56631684	-0.15979373	-0.33974692	-0.30218175	-0.009069573	-0.21806067	-0.23145312	-0.07961553	0.21208459	0.38835305	-0.03379014	-0.13363081	-0.41936377	0.0029134173	-0.00029482084	0.18378216	-0.31326914	0.2673166	0.2126157	-0.49079198	0.16915682
allopurinol	0.06923193	0.43367067	0.07641323	-0.034014534	0.11570668	0.379054	-0.25986415	0.05681096	-0.040938143	0.22980615	-0.0291375	0.15388708	-0.19849855	-0.065860875	-0.009372946	-0.09651334	-0.07862708	-0.03405564	0.07276062	-0.2206715	0.0088277515	0.016282262	-0.09096502	-0.035339225	0.026050134	-0.2722604	0.14781855	0.05863282	-0.0889658	-0.26593763	0.20007892	-0.30264345	-0.20105764	-0.17266633	0.23792101	0.0984784	-0.3980044	0.30369067	-0.1689689	-0.2871932	-0.33523634	-0.09130518	0.2718635	0.09018816	0.14264911	-0.010569891	-0.17787762	0.014304143	-0.18985708	-0.39521214	-0.10351744	-0.0064362497	-0.23830916	-0.30612567	-0.24483164	-0.33712888	0.2837643	-0.28882802	0.28218952	-0.043955497	0.16785787	0.0885464	0.31333724	-0.03225191	-0.20918418	-0.158682	0.07288109	-0.16926727	0.20049854	-0.36848897	0.17040892	-0.013020182	-0.057813473	-0.084105514	-0.17518924	-0.054019663	0.18566862	-0.14721689	-0.101594366	0.014545895	-0.034881145	-0.03154925	0.4924901	-0.04095241	-0.2646445	0.17388208	0.124553815	-0.1534768	0.058046985	0.15946062	-0.18675561	-0.025676215	0.08209592	-0.09730162	0.22920352	0.10853887	-0.10230293	-0.21480276	-0.45462534	0.12275594	-0.38897732	0.159397	0.2761128	-0.22762923	0.09340326	0.21773201	-0.22688253	0.08157117	-0.162376	0.2860516	0.21819066	0.031119296	-0.13518502	-0.4523803	0.19364968	0.4148916	0.13188711	-0.007861976	-0.08927312	0.37753144	0.07598532	-0.11153951	0.18899795	0.122629836	0.098329656	-0.08690031	0.41485956	-0.17054714	-0.16454501	0.13041653	0.016635763	0.0974439	-0.29478028	-0.13402429	-0.18986662	-0.19067663	-0.21888097	-0.00040042147	0.1398943	0.00828938	0.03569587	0.019530958	-0.03610721	0.0867586	-0.14808391	0.08638609	0.10295071	-0.20413017	-0.15277176	-0.2189989	-0.055587675	0.0144245075	0.266664	0.20739888	0.3916868	-0.14540492	-0.17977026	-0.10372373	-0.07314517	0.14743306	0.31068477	0.10344243	-0.20649534	-0.10587186	-0.29161558	0.02665905	0.6451672	0.39276123	0.16080964	0.14157799	-0.20592071	-0.1932213	-0.2995631	0.32952943	0.057801392	0.12087293	-0.07892922	-0.13845827	-0.3009914	-0.19467933	0.0519651	-0.3115642	-0.16088279	-0.1687636	-0.06359447	-0.066932134	-0.05091543	0.17450961	0.075234726	0.3164277	-0.076017186	0.0320059	-0.18128493	-0.012686734	0.30631977	-0.113474816	0.3548217	0.2378603	-0.3045846	0.30303663
almotriptan	0.08305121	0.45344463	0.19700602	0.15619458	0.02032291	0.15164728	0.29428515	-0.19508716	0.00934878	0.13396673	-0.04248597	-0.07768458	-0.27765095	-0.2306491	0.2480609	0.1852048	-0.27497253	0.16756487	-0.17013016	-0.34068698	0.40629527	0.246187	0.061518148	0.1310361	-0.0032301738	-0.25099748	-0.14643972	0.2448475	-0.23541442	-0.29783836	0.4001866	-0.017867215	-0.06641757	-0.14992374	0.44768968	-0.028700853	-0.18805291	-0.2629531	-0.18323326	-0.0022752914	-0.30054903	-0.05828479	0.009412771	0.3890385	0.2594141	-0.23413825	-0.22104393	-0.053536236	0.011882209	0.02495962	0.622005	0.26925468	0.086200334	0.10895581	-0.67991555	0.11203921	0.034615405	-0.51723754	-0.07866714	0.6475797	-0.1692555	0.06942282	-0.07378686	-0.16630922	-0.80256885	-0.013051797	-0.15195183	-0.5727164	0.52459854	-0.041640546	0.23160036	0.15992057	0.08420973	0.07204322	-0.42893547	0.019357827	0.6343224	-0.07113138	0.10107992	0.022804802	-0.4348429	-0.1296358	0.7952947	-0.3294509	0.04060818	-0.25036645	-0.019967994	0.2709659	0.5081777	0.2588766	-0.16662872	-0.13405962	0.030189859	0.03972114	-0.13763176	0.15962176	0.37716675	-0.059529163	-0.16398387	0.31024873	-0.28462556	-0.071421385	0.34117806	0.27154756	0.06944346	-0.005443964	0.23062716	0.17111793	-0.20892984	-0.17945276	0.24699976	-0.06716032	-0.20114282	-0.6362222	-0.22405863	0.5942972	-0.17584336	-0.07901358	0.517545	0.34659	-0.16306809	-0.34507024	-0.3906693	-0.042217135	-0.1546391	0.41421506	0.30945686	-0.0665018	0.094332494	0.1663404	0.30721274	0.16678105	0.032166295	-0.3994898	-0.23904718	-0.21401499	-0.6469518	0.28297222	0.29616597	0.44874516	0.062246237	0.28812948	0.17147544	0.28554264	0.23674051	0.3551295	0.4890878	0.097830236	-0.3065656	0.103444904	-0.086494796	-0.038307518	-0.12586379	0.2694763	0.3148446	-0.3699824	0.60052776	-0.29112297	0.2599396	-0.16532466	-0.39198932	0.19422558	0.11065332	-0.1853329	-0.30775565	-0.2194123	0.020204922	0.5483699	0.20817995	-0.46245888	0.20364472	-0.46763593	-0.63332397	-0.0146863265	0.13213171	0.64583564	-0.4393724	0.010918392	0.0746049	-0.6427744	-0.03776324	-0.29408705	-0.09183914	0.09872131	-0.24761933	0.10525714	-0.13701598	0.33278716	0.04388001	0.02230251	0.015081213	-0.3045093	-0.267185	0.14002697	0.11691202	-0.16353966	0.12386098	0.17329626	-0.44871944	0.44452834
alogliptin	0.25906917	0.6912163	0.21607134	0.44046688	0.18163182	0.069196746	-0.009700743	0.006261512	-0.029384088	0.20763971	-0.20505188	-0.04283464	-0.17859292	0.04758161	0.037610136	0.28310823	-0.006566436	-0.035580818	0.1568744	-0.3262979	0.1798478	0.07187282	0.109646425	0.23210974	-0.1276116	-0.3175765	-0.5350356	-0.025275039	-0.074525885	-0.19885942	0.019813003	-0.2971622	-0.21953075	-0.067233995	0.6170214	0.17310853	-0.4397874	0.1329158	-0.29730144	-0.49982563	-0.7077023	-0.32834566	-0.054048996	0.39346233	0.23335451	-0.11654865	0.1200532	-0.1732445	0.22239766	-0.21976283	0.3390117	0.2760658	0.02218939	-0.28912994	-0.67870796	-0.20428434	0.27204117	-0.46291766	0.17236985	0.7029921	-0.12679768	0.11393889	0.14570928	-0.19295654	-0.32736728	-0.25719085	-0.45805964	-0.53668714	0.6102255	-0.10145634	0.31326276	-0.032134227	-0.0854345	-0.0477354	-0.3079482	-0.28672144	0.2966739	-0.13074528	0.28251982	0.20186304	-0.5090353	-0.08281444	0.40168685	-0.38217875	-0.40223235	-0.004968526	0.14963831	-0.12144099	0.058933113	0.30085203	-0.029722326	0.26588354	-0.04014101	0.04327755	0.1268222	-0.24582054	0.10889033	0.015317984	-0.16488686	-0.050001007	-0.07800821	-0.48606881	0.7157035	0.29522434	0.146429	0.0351454	0.26391754	0.2794837	-0.16442256	0.33773714	0.19930488	0.03454101	0.16845517	-0.68868625	-0.18857987	0.33257478	-0.079305775	-0.09105602	0.8324257	0.0102458	-0.21741214	-0.03774081	-0.09696298	0.079653695	-0.2539557	0.17902772	0.4399409	0.38300782	-0.19637473	0.2186681	0.24179144	0.15610176	-0.07976481	-0.07950934	-0.49779972	-0.2157383	-0.6631964	0.14411925	0.25239956	0.2208566	0.018753245	0.2803462	0.10658615	-0.13523328	0.12144672	-0.17688906	0.42247364	-0.026519315	-0.016647708	0.12290876	0.28605396	0.040586166	0.18150069	0.21808556	-0.20111619	-0.52574295	0.19907083	-0.27299517	-0.13544758	-0.046738617	-0.21741906	0.121030115	-0.0069223456	0.10598942	-0.32918817	-0.2562424	0.73452896	0.066817254	0.5049849	-0.27026558	0.27665842	-0.16195515	-0.17283916	0.23160493	0.094919294	0.4598242	-0.29503438	0.18785222	-0.44229904	-0.4688287	0.024570141	-0.12918729	-0.55065477	-0.007924133	0.32753587	-0.16474648	-0.28815535	-0.14488772	0.3058877	-0.038601093	-0.07676259	-0.4000534	-0.036254168	0.12876967	-0.010244105	-0.35730433	-0.11196433	0.15616302	-0.3724304	0.17939238
alosetron	0.10119214	0.3856981	0.18776451	-0.24662526	-0.05880063	-0.17645968	0.11145945	-0.2719272	0.07311272	0.47016644	0.016579572	-0.0447135	-0.20602523	0.018224318	-0.041748565	-0.036641	0.11151046	-0.082715616	0.06197789	-0.21280092	0.4633043	0.20838574	-0.042225808	0.0045676855	-0.2745012	-0.14229646	0.04947232	0.07208936	0.07135089	0.18701023	0.17785122	-0.14419656	0.20140001	0.024092628	0.43352968	-0.19176131	-0.26780736	0.11294397	-0.12721269	0.2131847	-0.66081953	0.0926696	0.14204241	0.13430049	0.3862328	-0.111440994	-0.013623717	-0.10502043	0.058392886	-0.18339725	0.44416636	-0.09256191	-0.1951043	-0.1523447	-0.3675911	-0.28573143	0.08224524	-0.1464814	0.05038458	0.62622476	-0.014712757	-0.02339913	0.21021348	-0.08829329	-0.5342589	-0.16902983	0.0064214044	-0.30935606	0.24989341	0.36131653	0.5448967	0.083517194	-0.63407135	-0.13326481	-0.05517536	-0.13164568	0.42314595	0.0521341	-0.3280799	0.102492176	-0.36463773	-0.12588201	0.30343017	-0.18784544	-0.12703714	0.013786506	-0.028013522	0.062926844	0.49389717	0.16206156	-0.15322885	0.31511825	0.3401516	-0.048767425	-0.058776498	-0.14905153	0.22066385	-0.007088706	-0.19543554	-0.0948608	-0.43723452	-0.32829055	0.4443775	-0.010166142	0.18214867	0.06468209	-0.026689785	0.056449026	-0.12189987	0.16738713	0.050334956	0.13453157	-0.6008938	-0.5089344	-0.17135842	0.31240994	-0.19620214	0.11173341	0.12272711	0.3483531	-0.045903403	-0.087644406	-0.16083965	-0.05304543	-0.019419346	0.49084127	0.35427478	-0.16710168	0.08123314	-0.03268755	0.1936315	0.2838989	0.044034548	-0.20594993	-0.28250486	-0.124931134	-0.29424673	-0.18040034	0.15119769	0.10020189	0.12112732	0.124445766	-0.05481994	0.0040802467	-0.015132896	-0.007189641	0.38092032	0.4254758	0.00904415	0.24685791	-0.25692725	0.14949188	-0.06300295	0.27438822	0.21948592	-0.1899913	0.23772429	-0.044336554	0.43538442	-0.010248878	-0.36334142	0.25240645	-0.19226056	0.14327529	-0.037376598	-0.43619215	0.4643548	0.47236302	0.38685918	-0.31243035	0.16412202	-0.30153042	-0.18408419	-0.14310743	-0.14527902	0.19603856	-0.19503261	-0.027071124	-0.11942705	-0.7766853	-0.2717137	0.09277481	-0.2675023	-0.19660571	0.078131	-0.14588958	-0.036656514	-0.011422752	-0.17272635	0.099666625	0.038141124	-0.4557725	-0.1330632	-0.16637446	0.08364452	-0.20880322	0.21678728	0.09484358	-0.27015105	0.1513782
alprazolam	-0.10761718	0.04425663	0.25085697	0.01930227	0.057857294	-0.15136081	0.17721607	-0.2854442	-0.14426164	0.27336323	-0.03590352	0.05542692	-0.15071027	0.041471623	0.15162915	-0.0003153573	-0.22846164	0.16631319	0.07711003	0.10685725	0.47525796	0.084341586	0.16065785	-0.0013806322	-0.034349196	-0.42769176	-0.15086412	0.011279579	-0.31077275	-0.20833828	-0.22089949	-0.3555894	0.09027993	0.22657652	0.5675585	0.020292513	-0.09562408	-0.12698202	-0.093137525	-0.15678062	-0.43514988	0.19729534	0.1598699	0.04593289	0.5528323	-0.08758268	-0.17194071	0.20936604	0.020457227	-0.061991926	0.3470119	-0.084352575	0.058275964	-0.085213415	0.0027302252	-0.07421619	0.13323422	-0.24236074	0.16478056	0.42169765	0.14237198	-0.20421186	0.50332934	-0.22189596	-0.30985484	-0.37677357	-0.10798253	-0.3749555	0.2707684	-0.06633773	-0.0015685131	-0.27063912	-0.0022508667	0.050091647	-0.18217354	0.15897569	0.18069644	0.07011279	-0.08426744	0.32176584	-0.08429315	-0.13017961	0.48956418	-0.20459244	-0.3460143	0.25817704	0.1461346	0.10194731	0.35790586	0.25518763	-0.09615106	0.048803743	0.18715858	-0.060118407	0.03910943	0.059502695	0.1515404	0.04904616	-0.020788409	0.032720447	-0.66075677	0.039526124	0.47803622	0.073169895	-0.09697036	0.31366745	0.31347376	0.088381216	-0.048729807	-0.120683394	0.09079099	0.2117168	-0.19591945	-0.64072937	-0.19006027	0.4547373	-0.07963191	0.05239446	0.1808811	0.40211904	-0.08239199	-0.016942754	-0.30551788	-0.089422435	-0.22105217	0.25305748	-0.16120587	-0.10601023	0.0290862	-0.06253257	0.31875858	0.12910064	-0.26622242	-0.017218003	-0.3053876	-0.6275747	-0.31490943	-0.25928348	0.3115526	0.20889264	-0.019755235	0.1978927	-0.052230053	0.3107897	0.17410189	0.315512	0.33475882	0.032068398	0.0010547352	-0.004481178	-0.30880094	-0.012134592	-0.26283717	0.4748086	0.27829927	-0.28946152	0.2604312	-0.02220198	0.16197883	0.21419457	-0.2016951	0.09984511	-0.16125888	-0.38138688	0.2814383	-0.15079065	0.5869243	0.4122423	0.2444528	-0.3204327	0.16377741	-0.2828821	-0.31616518	0.07512839	0.16064668	0.1591662	-0.36568245	-0.06671832	-0.13935079	-0.50327766	-0.08154528	-0.25944626	0.07201859	-0.24259137	-0.19334714	0.065849744	0.13042136	0.24546418	-0.018176552	0.0925369	0.3645196	-0.12600443	-0.36204758	-0.032593623	0.11743928	-0.22368339	-0.019155102	-0.18491213	-0.21180902	0.37583023
alprostadil	0.015533962	0.30056578	0.4426475	0.1007358	-0.13084862	0.07678347	0.30774325	-0.23941816	-0.027875757	0.28355452	-0.08395653	-0.10538091	0.05615454	-0.14270964	-0.025561333	-0.7671682	0.062509686	-0.2203471	0.123400345	-0.40703398	0.3476681	0.5327133	0.025449434	0.24449305	-0.27637583	0.115884654	0.6000859	0.40072206	-0.66413	0.14898723	-0.19500394	0.1063526	-0.20635155	-0.17829293	0.52207863	-0.09686674	-0.21315561	-0.19810775	-0.5530218	0.18480569	0.17441359	-0.20032725	0.0134702865	0.33763093	0.22759622	-0.3192383	-0.031045048	0.09319361	-0.30789807	-0.020300357	0.33839473	0.09151942	-0.16869427	-0.31344914	-0.10787981	0.09207437	0.49304548	-0.18720494	0.14890945	0.5916252	0.013704332	-0.19148014	0.56422484	-0.2164247	-0.37836337	-0.708605	-0.13633524	-0.079564765	0.06550342	0.038540415	0.2979782	0.053937893	-0.29307136	0.04986258	0.030033221	0.15577783	0.47382593	0.23363298	-0.26220322	0.24191664	-0.020404799	-0.12035665	0.408191	0.37229532	-0.1409748	-0.007731497	0.25083557	0.2528344	0.31651938	-0.14165449	0.015888797	0.5441817	-0.046372175	0.18763214	-0.10380034	0.0107785	-0.07597487	-0.092824064	-0.043572526	0.060285762	-0.8703973	0.004719546	0.34849146	-0.12825081	0.13526429	0.085500464	-0.032238528	-0.13022283	-0.18576209	-0.08903604	0.23722123	-0.10141128	0.13583857	-0.23214404	-0.13899153	0.5423888	0.3577769	-0.14739786	-0.20887709	-0.15288298	-0.016326062	-0.5380387	0.30253738	-0.12237127	0.024365181	-0.14130501	0.18917218	0.16228162	0.01952355	0.39523277	-0.07455381	0.36290675	-0.18018496	-0.37859914	-0.15870574	-0.09266388	-0.26960742	-0.07194147	-0.23358035	0.030549264	-0.05090376	0.4528828	0.38593936	0.24163954	-0.24838033	0.20881882	0.32781634	0.33342147	-0.2831181	0.05484031	-0.12686014	0.265938	0.27975744	-0.18944393	0.34767643	-0.22237219	0.05022013	0.24827786	0.14053573	-0.07161401	0.23879562	0.48771223	-0.28370297	-0.113685966	-0.23507807	0.05720231	0.48238203	0.066017054	0.1631502	-0.29538995	-0.020938983	0.23302984	0.0062267827	-0.06252349	0.30014747	0.25430068	0.08049938	0.21389437	-0.43005374	-0.07258725	-0.18085442	-0.0903869	-0.2170699	-0.069800414	-0.08427539	-0.14490406	0.42260072	0.10687212	-0.15897372	-0.11787957	-0.07589445	-0.13706608	-0.4371019	0.080133356	0.19542089	0.13987121	0.10057884	-0.31072357	-0.18391404	0.025505053
alteplase	-0.013669883	0.53719985	0.275526	0.073307	-0.0036801836	0.1571941	-0.1888833	-0.41321298	0.051778756	0.31213993	-0.39700288	-0.24808992	0.015278005	0.17596093	-0.20519257	-0.29985857	-0.029746035	0.0221959	0.37649602	-0.3681972	-0.05576369	0.4534521	0.15795079	0.05234247	-0.056689247	-0.1764916	0.09137707	0.27897897	-0.25697792	-0.16274491	-0.22686253	-0.20759864	-0.28462586	-0.10351404	0.2930029	0.12419725	0.05986306	0.26405802	-0.47339395	-0.28709847	-0.40794083	0.12089098	-0.71058816	0.4634907	0.37752345	0.05344726	0.2502569	-0.031591315	0.086934954	-0.29680315	0.30798924	0.15271662	0.10919518	-0.15263663	-0.25694528	-0.22040214	0.38394898	-0.5830899	-0.2278958	0.33016708	0.26959527	-0.11684083	-0.06843731	0.20846263	-0.26644886	-0.5198249	-0.30910924	0.014379776	0.27431005	-0.49047583	0.47364146	0.17811115	0.004741292	-0.01877121	-0.2795163	0.4547603	0.08580972	-0.34300077	-0.34849754	0.13452064	-0.16851197	0.3825905	0.39443097	-0.0649874	0.04168463	0.17157042	-0.19142723	-0.032355037	0.09420493	0.2207826	0.05208396	-0.16017015	0.018825697	0.50383574	0.012813268	-0.10515559	0.48574236	-0.33732057	-0.363559	-0.11631591	-0.1915429	0.06147065	0.5037524	0.12451982	-0.2796534	-0.118530676	0.18784004	-0.37761512	0.01990263	-0.072199084	0.3181825	0.012639498	-0.095997125	-0.17338727	0.13620321	0.24196675	-0.15148367	-0.23856637	0.1426776	0.184008	-0.020623341	-0.32959643	0.25440475	-0.077980466	-0.057801068	0.31509945	0.19639829	-0.14824569	-0.24594238	-0.40784594	-0.07057063	0.0037118823	-0.32745373	-0.3780762	-0.18209852	-0.018173326	-0.03113152	0.2626283	-0.30826297	0.17185691	-0.13377306	0.5778633	-0.099554144	-0.06151356	-0.029318182	-0.105401605	0.05681635	-0.21315387	-0.22826225	0.2365387	-0.10223293	-0.053001124	-0.2597676	0.19019392	0.13495027	-0.61555874	-0.15606011	0.021674551	-0.14177045	-0.33948994	0.34159148	0.07048386	0.027070126	-0.1468486	-0.30821645	0.33796537	0.25699127	0.041938625	0.3919861	-0.037045747	0.9396816	0.12539215	-0.13388762	0.2570187	0.17621586	0.52859735	-0.03323571	-0.1567397	0.07506579	0.22909883	0.04948911	0.08651475	-0.38508594	-0.39472616	0.2354826	-0.18486546	0.05381806	0.2839448	-0.38947684	0.10150197	-0.21216027	-0.20001906	-0.077810444	-0.16428065	-0.1398862	0.007252676	0.19514544	-0.16963693	-0.04819038	0.17333543
aluminum	0.23687845	0.2830724	0.037014525	-0.18257138	0.084593505	-0.11018438	0.32539397	-0.22026967	0.29239643	-0.192275	-0.3057982	0.16478388	0.21788844	-0.071019046	0.16815455	-0.3371554	-0.44969997	0.13175541	-0.11348515	0.24938038	0.18920794	-0.08180494	0.28931227	0.12519684	-0.16169743	-0.07167778	-0.101680286	0.2533517	-0.19864689	-0.16142738	-0.019997694	0.10211468	0.101161785	0.1218262	-0.2642903	0.108485386	-0.010712311	0.035459448	-0.08983356	0.06546844	-0.027512942	0.13570383	-0.30048385	-0.14306346	0.040853176	-0.025320495	-0.23701319	0.0067223343	0.041881822	0.04826873	-0.14538777	0.16466479	0.21676643	-0.3009498	-0.04282057	0.113039754	0.50406104	-0.04337385	0.106712475	0.054151718	0.15956713	-0.034798607	0.29211426	-0.12354998	-0.25007567	0.26288962	0.13177468	-0.08671459	-0.113058805	-0.5289025	0.2090191	-0.122324795	-0.17644459	-0.18360771	0.44284153	-0.26310468	-0.02919785	0.07722215	-0.101884976	-0.09407196	-0.046987657	0.08428445	-0.06723849	0.35273692	0.053013414	-0.056433965	-0.0022361167	-0.14724481	-0.35384026	0.20207898	0.0041295034	0.035957363	-0.36619428	0.06886754	0.2814734	-0.17699209	0.16325034	0.074260384	-0.1076582	-0.22170101	-0.31021225	0.049674	0.04138142	-0.11936206	0.36764905	-0.12419248	-0.11546702	-0.2590162	0.01819146	0.08838909	-0.07878932	-0.25009546	-0.008978573	0.02891024	0.075485624	-0.21688507	0.17542966	0.16102381	-0.024261614	0.0391246	0.4409329	0.058324225	-0.1733943	-0.32017744	0.029674364	0.086496554	-0.0068648593	0.011332921	-0.25535494	-0.028278649	-0.16798355	-0.3590259	0.5180211	-0.094532974	-0.17152949	-0.39747363	-0.28118908	-0.405939	0.34854254	0.22150233	0.2193167	-0.61483693	0.31794754	-0.07740623	-0.03981013	-0.112070754	0.22295918	-0.27627084	0.0054625724	-0.14376903	0.0048504234	-0.038346212	0.051463064	0.020093154	0.5305085	0.14357257	-0.13928829	0.10519693	-0.06167164	0.12547694	0.16050068	0.06090643	-0.2662356	0.3280438	-0.23759766	0.16419776	-0.0031007899	0.29253197	-0.06852133	0.102537006	-0.13219288	0.032780595	0.042380333	0.0678992	0.29663852	-0.034613222	0.11226881	-0.16505763	-0.131239	-0.4829447	-0.031629253	-0.12849279	-0.1911152	-0.19920531	-0.35905594	0.277474	0.053540815	0.07394539	-0.20037374	0.17364201	0.16222996	0.22113626	0.09815174	0.012456442	-0.21721524	-0.16903593	0.34489602	-0.19026344	0.18832006	0.40162492
